Alloy,Elements,Phases considered,number,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,N,Li,Sn,B,Y,Pd,VEC,dSmix,Elect.Diff,Atom.Size.Diff,dHmix
Fe0.20Cr0.60Co0.10Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",3,4,0.0,0.1,0.6000000000000001,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200000000000001,9.053658845007861,0.12643674307731909,0.008432517522852344,2.6400000000000006
Fe0.30Cr0.10Co0.10Cu0.50,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.1,0.30000000000000004,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.71368443199303,0.07950628905941971,0.014454299443134415,11.0
Fe0.30Cr0.10Co0.20Cu0.40,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.2,0.1,0.30000000000000004,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000001,10.64134796069403,0.07766112283504535,0.013256946011738413,9.4
Fe0.30Cr0.10Co0.30Cu0.30,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.30000000000000004,0.1,0.30000000000000004,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000000000000002,10.923873068981095,0.07577103668289092,0.011940119878983553,7.320000000000002
Fe0.30Cr0.10Co0.40Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.4,0.1,0.30000000000000004,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,10.641347960694029,0.07383258088405147,0.010458790938289634,4.760000000000002
Fe0.30Cr0.10Co0.50Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.5,0.1,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,9.71368443199303,0.07184184017687743,0.008729613568606605,1.7200000000000004
Fe0.30Cr0.20Co0.10Cu0.40,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.2,0.30000000000000004,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900000000000002,10.64134796069403,0.09011797822854217,0.013300337744527397,10.360000000000003
Fe0.30Cr0.20Co0.20Cu0.30,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.2,0.2,0.30000000000000004,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700000000000001,11.35892773811413,0.0884943501021393,0.011988278829125192,7.880000000000002
Fe0.30Cr0.20Co0.30Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.30000000000000004,0.2,0.30000000000000004,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,11.35892773811413,0.08684037079607618,0.010513737415933616,4.920000000000001
Fe0.30Cr0.20Co0.40Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.4,0.2,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,10.64134796069403,0.085154271766013,0.008795369214396496,1.4800000000000002
Fe0.30Cr0.30Co0.10Cu0.30,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.1,0.30000000000000004,0.30000000000000004,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.400000000000002,10.923873068981095,0.09960547173724947,0.012036245089113317,8.760000000000003
Fe0.30Cr0.30Co0.20Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.2,0.30000000000000004,0.30000000000000004,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001,11.35892773811413,0.09813893213195263,0.010568398223550983,5.400000000000001
Fe0.30Cr0.30Co0.30Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000000000000002,10.923873068981095,0.09665014226580322,0.008860636894597745,1.5600000000000003
Fe0.30Cr0.40Co0.10Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.1,0.4,0.30000000000000004,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900000000000001,10.64134796069403,0.10826472186266402,0.010622777770993267,6.200000000000001
Fe0.30Cr0.40Co0.20Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.2,0.4,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.700000000000001,10.641347960694029,0.10691702390171548,0.00892542731404272,1.9600000000000004
Fe0.30Cr0.50Co0.10Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.1,0.5,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.71368443199303,0.11628090986916123,0.008989750791796898,2.6800000000000006
Fe0.40Cr0.10Co0.10Cu0.40,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.1,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000001,9.92376818327393,0.07520804478245663,0.013660426481040086,10.72
Fe0.40Cr0.10Co0.20Cu0.30,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.2,0.1,0.4,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900000000000002,10.64134796069403,0.07325469268244869,0.012386569210651207,8.32
Fe0.40Cr0.10Co0.30Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.30000000000000004,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,10.64134796069403,0.07124780698379425,0.010965716664979247,5.44
Fe0.40Cr0.10Co0.40Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.4,0.1,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.92376818327393,0.0691827290586314,0.009330958532913687,2.08
Fe0.40Cr0.20Co0.10Cu0.30,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.2,0.4,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.600000000000001,10.641347960694029,0.08634958019585273,0.012432998969299626,9.040000000000001
Fe0.40Cr0.20Co0.20Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,11.076402629827063,0.08465370635713478,0.011018135438310634,5.760000000000001
Fe0.40Cr0.20Co0.30Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.30000000000000004,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001,10.641347960694029,0.08292315719990406,0.009392505187824378,2.0
Fe0.40Cr0.30Co0.10Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.1,0.30000000000000004,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100000000000001,10.64134796069403,0.0962094070244693,0.011070306007392469,6.400000000000001
Fe0.40Cr0.30Co0.20Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.2,0.30000000000000004,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,10.641347960694029,0.09469028461251978,0.009453651160459696,2.24
Fe0.40Cr0.40Co0.10Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.600000000000001,9.923768183273928,0.10514870422406546,0.009514404175985697,2.8000000000000003
Fe0.50Cr0.10Co0.10Cu0.30,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.1,0.5,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.71368443199303,0.07064877918265823,0.012817477555900252,9.4
Fe0.50Cr0.10Co0.20Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.2,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,10.148739101126065,0.06856566195990528,0.011450221659966144,6.199999999999999
Fe0.50Cr0.10Co0.30Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.30000000000000004,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,9.71368443199303,0.06641724173736818,0.009895828476116034,2.52
Fe0.50Cr0.20Co0.10Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.2,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,10.148739101126065,0.08240904076616838,0.011500432279819351,6.68
Fe0.50Cr0.20Co0.20Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.2,0.2,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,10.148739101126063,0.08063032928123263,0.009953883050802944,2.6
Fe0.50Cr0.30Co0.10Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",0,4,0.0,0.1,0.30000000000000004,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.800000000000001,9.71368443199303,0.09268899611064951,0.010011600988324255,3.0000000000000004
Fe0.60Cr0.10Co0.10Cu0.20,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.1,0.6000000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.053658845007861,0.0657742350772702,0.011915041340596016,7.040000000000001
Fe0.60Cr0.10Co0.20Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.2,0.1,0.6000000000000001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,9.053658845007861,0.06353148825582479,0.010430151260382721,3.04
Fe0.60Cr0.20Co0.10Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.2,0.6000000000000001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000000000000002,9.053658845007861,0.07827036476214994,0.010485247821335286,3.2800000000000002
Fe0.70Cr0.10Co0.10Cu0.10,"['Fe', 'Cr', 'Co', 'Cu']",2,4,0.0,0.1,0.1,0.7000000000000001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001,7.819354801674711,0.06050826389841311,0.010938404335195216,3.6400000000000006
Fe0.10Cr0.10Co0.10Al0.70,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.7000000000000001,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,7.819354801674711,0.1265898890117216,0.09169478131768605,-11.440000000000001
Fe0.10Cr0.10Co0.20Al0.60,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.6000000000000001,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.053658845007861,0.1265898890117216,0.0858403607427619,-14.600000000000005
Fe0.10Cr0.10Co0.30Al0.50,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.5,0.30000000000000004,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,9.71368443199303,0.12658988901172158,0.07955628286940464,-16.240000000000002
Fe0.10Cr0.10Co0.40Al0.40,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,9.92376818327393,0.12658988901172155,0.07273126394849712,-16.360000000000003
Fe0.10Cr0.10Co0.50Al0.30,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.30000000000000004,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,9.71368443199303,0.12658988901172152,0.06519563917238014,-14.960000000000003
Fe0.10Cr0.10Co0.60Al0.20,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.2,0.6000000000000001,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.053658845007861,0.1265898890117215,0.05666662138017775,-12.040000000000003
Fe0.10Cr0.10Co0.70Al0.10,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.1,0.7000000000000001,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000000000000002,7.819354801674711,0.1265898890117215,0.04660193762273891,-7.6000000000000005
Fe0.10Cr0.20Co0.10Al0.60,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.6000000000000001,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,9.053658845007861,0.12216791722870617,0.08589751338150764,-12.440000000000003
Fe0.10Cr0.20Co0.20Al0.50,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,10.148739101126065,0.12216791722870614,0.07961794657409542,-14.600000000000001
Fe0.10Cr0.20Co0.30Al0.40,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.4,0.30000000000000004,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,10.64134796069403,0.12216791722870612,0.0727987089736126,-15.240000000000004
Fe0.10Cr0.20Co0.40Al0.30,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.30000000000000004,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,10.64134796069403,0.1221679172287061,0.06527087129626795,-14.360000000000003
Fe0.10Cr0.20Co0.50Al0.20,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.2,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,10.148739101126065,0.12216791722870607,0.05675316071659097,-11.96
Fe0.10Cr0.20Co0.60Al0.10,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.1,0.6000000000000001,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,9.053658845007861,0.12216791722870605,0.0467071286087299,-8.040000000000003
Fe0.10Cr0.30Co0.10Al0.50,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.5,0.1,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.71368443199303,0.11757976016304848,0.07967956255749839,-12.640000000000002
Fe0.10Cr0.30Co0.20Al0.40,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.4,0.2,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,10.64134796069403,0.11757976016304847,0.07286609157148152,-13.8
Fe0.10Cr0.30Co0.30Al0.30,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000001,10.923873068981095,0.11757976016304844,0.06534601680632693,-13.440000000000005
Fe0.10Cr0.30Co0.40Al0.20,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.2,0.4,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,10.641347960694029,0.11757976016304841,0.05683956829535206,-11.560000000000002
Fe0.10Cr0.30Co0.50Al0.10,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.1,0.5,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.71368443199303,0.11757976016304839,0.046812083221655726,-8.160000000000002
Fe0.10Cr0.40Co0.10Al0.40,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.4,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.300000000000001,9.92376818327393,0.11280514172678481,0.07293341191513199,-12.040000000000001
Fe0.10Cr0.40Co0.20Al0.30,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.30000000000000004,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,10.64134796069403,0.11280514172678478,0.06542107600102239,-12.200000000000003
Fe0.10Cr0.40Co0.30Al0.20,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.2,0.30000000000000004,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,10.64134796069403,0.11280514172678477,0.056925844716444726,-10.840000000000003
Fe0.10Cr0.40Co0.40Al0.10,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1000000000000005,9.92376818327393,0.11280514172678473,0.046916803047842126,-7.960000000000001
Fe0.10Cr0.50Co0.10Al0.30,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.30000000000000004,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,9.71368443199303,0.10781929326423917,0.06549604917710941,-10.640000000000002
Fe0.10Cr0.50Co0.20Al0.20,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.2,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.199999999999999,10.148739101126065,0.10781929326423914,0.05701199057531288,-9.8
Fe0.10Cr0.50Co0.30Al0.10,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.1,0.30000000000000004,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,9.71368443199303,0.10781929326423913,0.04702128965595047,-7.440000000000001
Fe0.10Cr0.60Co0.10Al0.20,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.2,0.1,0.6000000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,9.053658845007861,0.10259142264341602,0.057098006462908586,-8.440000000000001
Fe0.10Cr0.60Co0.20Al0.10,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.1,0.2,0.6000000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,9.053658845007861,0.10259142264341599,0.047125544597251934,-6.600000000000001
Fe0.10Cr0.70Co0.10Al0.10,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.1,0.1,0.7000000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,7.819354801674711,0.09708243919473808,0.04722956940589621,-5.440000000000001
Fe0.20Cr0.10Co0.10Al0.60,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.6000000000000001,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,9.053658845007861,0.12216791722870615,0.08616160796158039,-12.560000000000002
Fe0.20Cr0.10Co0.20Al0.50,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.5,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,10.148739101126065,0.12216791722870612,0.07990279906282571,-14.560000000000002
Fe0.20Cr0.10Co0.30Al0.40,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.4,0.30000000000000004,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1000000000000005,10.64134796069403,0.12216791722870611,0.07311013547808219,-15.040000000000004
Fe0.20Cr0.10Co0.40Al0.30,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.30000000000000004,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.700000000000001,10.64134796069403,0.12216791722870608,0.06561803502980536,-14.000000000000004
Fe0.20Cr0.10Co0.50Al0.20,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.2,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300000000000001,10.148739101126065,0.12216791722870605,0.05715208773721213,-11.440000000000001
Fe0.20Cr0.10Co0.60Al0.10,"['Fe', 'Cr', 'Co', 'Al']",1,4,0.1,0.6000000000000001,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,9.053658845007861,0.12216791722870604,0.0471910557655921,-7.360000000000001
Fe0.20Cr0.20Co0.10Al0.50,"['Fe', 'Cr', 'Co', 'Al']",0,4,0.5,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,10.148739101126065,0.11757976016304847,0.07996419555496753,-12.760000000000002
