Alloy,Elements,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,N,Li,Sn,B,Y,Pd,Actual phase,Phases considered,References
Al2.5CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.3846,0.1538,0.1538,0.1538,0.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2008.07.124
Al3CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.42857,0.14285,0.14285,0.14285,0.14285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2008.07.124
Al2CoCrFeMo0.5Ni,"['Al', 'Co', 'Cr', 'Fe', 'Mo', 'Ni']",0.30769,0.153846,0.153846,0.153846,0.153846,0,0,0,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1007/s11837-013-0753-6
Al0.3CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.069767,0.232558,0.232558,0.232558,0,0.232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1007/s11661-005-0283-0
Al0.5CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.1111,0.2222,0.2222,0.2222,0,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1007/s11661-005-0283-0
Al0.8CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.16666,0.20833,0.20833,0.20833,0,0.20833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
AlCoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al1.3CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.245283,0.188679,0.188679,0.188679,0,0.188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al1.5CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.272727,0.181818,0.181818,0.181818,0,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al1.8CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.310344,0.172413,0.172413,0.172413,0,0.172413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al2.0CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.33333,0.166666,0.166666,0.166666,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al2.3CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.365079,0.15873,0.15873,0.15873,0,0.15873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al2.5CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.384615,0.153846,0.153846,0.153846,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al2.8CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.411764,0.147058,0.147058,0.147058,0,0.147058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1007/s11661-005-0283-0
Al3.0CoCrCuFe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.428571,0.142857,0.142857,0.142857,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1007/s11661-005-0283-0
Al0.25CoCrCu0.5FeNiTi0.5,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.047619,0.190476,0.190476,0.190476,0.190476,0.095238,0,0.095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Al0.25CoCrCu0.75FeNiTi0.5,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.045454,0.181818,0.181818,0.181818,0.181818,0.136363,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCoCrCuFeNiTi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCoCrCuNiTi,"['Al', 'Co', 'Cr', 'Cu', 'Ni', 'Ti']",0.166666,0.166666,0.166666,0,0.166666,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoFeMo0.5NiAl,"['Co', 'Fe', 'Mo', 'Ni', 'Al']",0.22222,0.22222,0,0.22222,0.22222,0,0,0,0,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2010.07.028
Al0.4CrFe1.5Ni0.5,"['Al', 'Cr', 'Fe', 'Ni']",0.11764,0,0.29411,0.44117,0.147058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1179/143307511X12998222918796
AlCo2CuFeNi,"['Al', 'Co', 'Cu', 'Fe', 'Ni']",0.1666666,0.3333333,0,0.1666666,0.1666666,0.1666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+B2(ordered BCC),3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.15CrFe1.5Ni0.5,"['Al', 'Cr', 'Fe', 'Ni']",0.047619,0,0.3174603,0.47619,0.15873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCrCuFe,"['Al', 'Cr', 'Cu', 'Fe']",0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Cr0.66FeMnNi,"['Cr', 'Fe', 'Mn', 'Ni']",0,0,0.180327,0.273224,0.273224,0,0.273224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCoCrCu0.5Fe,"['Al', 'Co', 'Cr', 'Cu', 'Fe']",0.222222,0.222222,0.222222,0.222222,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.3166/acsm.31.669-684
AlCoCrCu0.5Ni,"['Al', 'Co', 'Cr', 'Cu', 'Ni']",0.222222,0.222222,0.222222,0,0.222222,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
Al0.44CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.099099,0.225225,0.225225,0.225225,0.225225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.4CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.090909,0.227272,0.227272,0.227272,0.227272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.7CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.1489361,0.2127659,0.2127659,0.2127659,0.2127659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.8CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.166666,0.208333,0.208333,0.208333,0.208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.9CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.1836734,0.2040816,0.2040816,0.2040816,0.2040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al1.2CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.2307692,0.1923076,0.1923076,0.1923076,0.1923076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al1.8CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.3103448,0.1724137,0.1724137,0.1724137,0.1724137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al2.08CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.342105,0.1644736,0.1644736,0.1644736,0.1644736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCoCr2FeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.1666666,0.1666666,0.333333,0.1666666,0.1666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.43CoCr0.29NiSi0.14,"['Al', 'Co', 'Cr', 'Ni', 'Si']",0.1503496,0.34965,0.1013986,0,0.34965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048951,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCo0.2CuFeNi,"['Al', 'Co', 'Cu', 'Fe', 'Ni']",0.2380952,0.047619,0,0.2380952,0.2380952,0.2380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+B2,3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCo0.5CuFeNi,"['Al', 'Co', 'Cu', 'Fe', 'Ni']",0.222222,0.111111,0,0.222222,0.222222,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+B2,3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCo1.5CuFeNi,"['Al', 'Co', 'Cu', 'Fe', 'Ni']",0.1818181,0.2727272,0,0.1818181,0.1818181,0.1818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+B2,3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCoCu0.5FeNi,"['Al', 'Co', 'Cu', 'Fe', 'Ni']",0.2222222,0.2222222,0,0.2222222,0.2222222,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.3166/acsm.31.669-684
Al1.5CrCuFeNi,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.2727272,0,0.1818181,0.1818181,0.1818181,0.1818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCrMnTiV,"['Al', 'Cr', 'Mn', 'Ti', 'V']",0.2,0,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1017/S1431927617004172
AlLi0.5MgSn0.2Zn0.5,"['Al', 'Li', 'Mg', 'Sn', 'Zn']",0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.15625,0,0,0.15625,0.0625,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoCrFeNiPd,"['Co', 'Cr', 'Fe', 'Ni', 'Pd']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoCrFeNiPd2,"['Co', 'Cr', 'Fe', 'Ni', 'Pd']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al1.17CoCrFeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.2263056,0.1934235,0.1934235,0.1934235,0.1934235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2009.08.090
CoCrFeNiNb0.103,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.2437,0.2437,0.2437,0.2437,0,0,0,0,0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Laves,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNiNb0.155,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.2407,0.2407,0.2407,0.2407,0,0,0,0,0.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Laves,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNiNb0.206,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.2378,0.2378,0.2378,0.2378,0,0,0,0,0.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Laves,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNiNb0.309,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.2321,0.2321,0.2321,0.2321,0,0,0,0,0.0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Laves,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNiNb0.412,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.2267,0.2267,0.2267,0.2267,0,0,0,0,0.0932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Laves,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrNiTiV,"['Co', 'Cr', 'Ni', 'Ti', 'V']",0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoCuFeNiV,"['Co', 'Cu', 'Fe', 'Ni', 'V']",0,0.2,0,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMo0.2NiV,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.2380952,0,0.2380952,0.2380952,0,0,0,0.2380952,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMo0.4NiV,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.227272,0,0.227272,0.227272,0,0,0,0.227272,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMo0.6NiV,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.217391,0,0.217391,0.217391,0,0,0,0.217391,0,0.1304347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMo0.8NiV,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.2083333,0,0.2083333,0.2083333,0,0,0,0.2083333,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMoNi1.2V,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.1923076,0,0.1923076,0.230769,0,0,0,0.1923076,0,0.1923076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMoNi1.4V,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.185185,0,0.185185,0.259259,0,0,0,0.185185,0,0.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMoNi1.6V,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.178571,0,0.178571,0.285714,0,0,0,0.178571,0,0.178571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMoNi1.8V,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.172413,0,0.172413,0.310344,0,0,0,0.172413,0,0.172413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CoFeMoNi2V,"['Co', 'Fe', 'Mo', 'Ni', 'V']",0.166666,0,0.166666,0.333333,0,0,0,0.166666,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Co2Mo0.5Ni2VW0.5,"['Co', 'Mo', 'Ni', 'V', 'W']",0,0.333333,0,0,0.333333,0,0,0,0.166666,0,0.083333,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,FCC+Co7Mo6,0,https://doi.org/10.1016/j.matchar.2018.07.030
Cr2CuFe2MnNi,"['Cr', 'Cu', 'Fe', 'Mn', 'Ni']",0,0,0.285714,0.285714,0.142857,0.142857,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+2FCC,3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CrCuFeNiZr,"['Cr', 'Cu', 'Fe', 'Ni', 'Zr']",0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CrMnFe1.5Ni0.5Al0.5 ,"['Cr', 'Mn', 'Fe', 'Ni', 'Al']",0.111111,0,0.222222,0.333333,0.111111,0,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CrMnFe1.5Ni0.5Al1.2,"['Cr', 'Mn', 'Fe', 'Ni', 'Al']",0.230769,0,0.1923076,0.2884615,0.0961538,0,0.1923076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
CrNbTaTiZr,"['Cr', 'Nb', 'Ta', 'Ti', 'Zr']",0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2015.09.118
Al11.1Co88.9Cr88.9Cu88.9Fe88.9Mn88.9Ni88.9Ti88.9V88.9,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Mn', 'Ni', 'Ti', 'V']",0.111,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.5C0.2Co0.3CrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.125,0.075,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlC1.5CoCrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.153846,0.153846,0.153846,0.153846,0.153846,0,0,0,0,0,0,0,0,0,0,0.230769,0,0,0,0,0,0,0,0,0,BCC+IM,0,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al1.5CoCrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.25,0.166666,0.166666,0.166666,0.166666,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+IM,0,https://doi.org/10.3166/acsm.31.669-684
Al2CoCrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.307692,0.153846,0.153846,0.153846,0.153846,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCo0.5CrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.2,0.1,0.2,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCo1.5CrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.166666,0.25,0.166666,0.166666,0.166666,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCo2CrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.153846,0.307692,0.153846,0.153846,0.153846,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCo3.5CrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.125,0.4375,0.125,0.125,0.125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCo3CrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.1333333,0.4,0.1333333,0.1333333,0.1333333,0.0666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCoCr0.5Cu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.2,0.2,0.1,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCoCr1.5Cu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.166666,0.166666,0.25,0.166666,0.166666,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCoCr2Cu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.153846,0.153846,0.307692,0.153846,0.153846,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCoCrCu0.5Fe1.5Ni,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.166666,0.166666,0.166666,0.25,0.166666,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCoCrCu0.5FeNi0.5,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.2,0.2,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCoCrCu0.5FeNi2.5,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.142857,0.142857,0.142857,0.142857,0.357142,0.071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.3166/acsm.31.669-684
AlCoCrCuFe0.5Ni,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.181818,0.181818,0.181818,0.090909,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
Al0.25CoCrCu0.75FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.05,0.2,0.2,0.2,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.3CoCrCu0.5FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.0625,0.2083333,0.2083333,0.2083333,0.2083333,0.104166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
Al0.75CoCrCu0.25FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.15,0.2,0.2,0.2,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCo0.5CrCuFeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.181818,0.090909,0.181818,0.181818,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCoCr0.5CuFeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.181818,0.181818,0.090909,0.181818,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+B2(ordered BCC),3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCoCrCu0.25FeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.1904761,0.1904761,0.1904761,0.1904761,0.1904761,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+B2(ordered BCC),3,https://zenodo.org/record/5155150#.Y6gku3ZBw2w
AlCoCrCu0.5Fe0.5Ni,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.2,0.2,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3166/acsm.31.669-684
AlCoCrCu0.5Fe2Ni,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.153846,0.153846,0.153846,0.307692,0.153846,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.3166/acsm.31.669-684
